Temperature,Humidity,Moisture,Soil_pH,Electrical_Conductivity,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Sulfur,Zinc,Iron,Soil_Type,Crop_Type,Soil_Health_Score,Soil_Health_Category,Recommended_Fertilizer,Fertilizer_Amount_kg_per_acre,Recommendation_Reason
33.87,42.5,34,8.61,1.5,0.45,42,13,107,21.31,1.44,9.86,Silty,Maize,50,Poor,Vermicompost,150,Improve deficient nutrients.
20.92,36.49,59,7.34,0.66,0.6,271,35,171,26.84,1.28,2.95,Sandy,Wheat,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
29.03,48.01,48,7.11,1.35,0.88,192,26,151,11.89,1.73,2.07,Clay,Sugarcane,69,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
28.35,85.97,40,7.18,0.59,0.7,189,29,182,9.32,2.34,9.46,Loamy,Potato,71,Healthy,DAP,100,Correct moderate nutrient imbalance.
30.44,36.17,44,7.49,0.57,0.67,285,20,194,9.47,0.76,2.95,Black,Millet,75,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
18.29,87.12,54,6.26,1.36,0.9,196,16,164,26.29,0.97,6.94,Silty,Potato,70,Healthy,DAP,100,Correct moderate nutrient imbalance.
36.03,43.3,22,8.74,2.88,0.28,138,14,45,20.74,0.87,5.74,Sandy,Rice,41,Poor,MOP,150,Improve deficient nutrients.
25.87,85.57,30,5.48,2.53,0.14,55,10,47,15.17,0.97,7.07,Sandy,Sugarcane,49,Poor,Vermicompost,150,Improve deficient nutrients.
38.64,77.35,38,8.14,2.94,0.35,154,13,51,26.3,1.5,5.82,Sandy,Soybean,53,Poor,DAP,150,Improve deficient nutrients.
27.85,76.18,47,6.6,0.58,1.05,289,59,270,18.62,1.32,7.52,Black,Soybean,92,Excellent,Compost,500,Maintain soil organic matter.
25.41,76.25,36,7.29,0.93,0.69,202,24,154,28.54,1.18,9.97,Black,Tomato,67,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.67,44.55,66,6.74,0.26,1.19,313,43,221,8.23,0.76,3.24,Laterite,Tomato,89,Excellent,Compost,500,Maintain soil organic matter.
25.84,43.35,60,6.86,0.32,1.05,385,33,249,5.33,1.45,3.74,Sandy,Cotton,89,Excellent,Compost,500,Maintain soil organic matter.
37.99,31.76,51,6.65,0.57,0.86,218,19,158,11.38,1.39,6.2,Loamy,Rice,64,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
38.96,31.44,50,6.93,0.84,1.38,326,26,204,28.94,0.29,5.65,Red,Groundnut,83,Excellent,Compost,500,Maintain soil organic matter.
26.8,68.14,36,5.82,1.03,0.5,258,31,153,12.08,1.14,4.79,Sandy,Millet,61,Healthy,DAP,100,Correct moderate nutrient imbalance.
37.54,73.55,56,7.31,1.49,0.67,198,15,219,23.24,1.96,6.0,Loamy,Rice,70,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
18.82,52.96,62,7.01,0.42,1.13,334,58,271,12.84,0.36,6.03,Sandy,Cotton,85,Excellent,Compost,500,Maintain soil organic matter.
37.66,83.81,24,4.73,1.81,0.5,46,12,85,9.26,1.05,7.0,Sandy,Groundnut,31,Poor,MOP,150,Improve deficient nutrients.
21.43,84.39,44,6.23,0.89,0.84,247,15,204,17.84,1.92,6.13,Clay,Maize,66,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
22.51,41.61,65,7.04,0.4,0.9,352,33,314,14.05,2.28,5.1,Clay,Sugarcane,92,Excellent,Compost,500,Maintain soil organic matter.
39.99,69.1,38,5.98,0.6,0.85,260,17,188,12.55,2.09,5.96,Red,Sugarcane,78,Healthy,DAP,100,Correct moderate nutrient imbalance.
33.52,45.14,40,8.62,1.78,0.43,96,16,89,28.45,0.47,5.23,Loamy,Rice,28,Poor,Urea,150,Improve deficient nutrients.
37.42,80.19,57,6.83,0.33,1.22,375,42,186,18.59,1.35,2.49,Red,Tomato,90,Excellent,Compost,500,Maintain soil organic matter.
33.81,72.02,46,7.5,0.67,0.82,227,34,142,17.73,1.83,6.25,Laterite,Wheat,76,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
24.74,49.39,42,6.06,0.67,0.8,198,15,175,7.84,1.29,5.4,Red,Wheat,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
24.06,91.45,16,5.18,2.23,0.21,132,13,83,9.96,1.59,4.91,Black,Soybean,49,Poor,DAP,150,Improve deficient nutrients.
19.82,54.5,60,5.87,0.84,0.83,263,23,170,23.52,1.83,8.33,Sandy,Soybean,76,Healthy,DAP,100,Correct moderate nutrient imbalance.
20.27,87.83,23,5.45,2.02,0.29,120,12,83,12.72,2.16,9.47,Laterite,Rice,27,Poor,NPK 10-26-26,150,Improve deficient nutrients.
39.5,52.82,43,6.04,1.23,0.51,272,25,190,23.86,1.63,5.43,Clay,Potato,68,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.83,94.47,47,7.51,0.73,0.7,217,34,218,25.19,1.58,5.18,Laterite,Sugarcane,72,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
30.79,73.18,59,5.82,0.8,0.72,197,19,133,27.12,1.68,7.7,Silty,Wheat,68,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
32.25,35.59,38,6.68,0.98,0.62,232,23,133,16.76,0.73,8.66,Black,Wheat,69,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
39.8,87.3,55,6.63,0.89,1.19,298,40,236,10.24,1.5,6.54,Clay,Millet,93,Excellent,Compost,500,Maintain soil organic matter.
25.69,38.27,56,6.98,1.2,0.59,250,25,139,25.75,1.39,5.19,Black,Maize,68,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
39.19,71.26,44,6.7,0.75,0.61,297,32,151,15.22,0.22,5.71,Red,Maize,66,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
22.82,51.37,45,6.83,0.8,0.62,223,18,212,16.31,0.74,5.21,Laterite,Tomato,74,Healthy,DAP,100,Correct moderate nutrient imbalance.
34.78,52.58,35,4.94,1.77,0.47,121,10,116,29.24,1.15,5.08,Red,Maize,35,Poor,Vermicompost,150,Improve deficient nutrients.
20.25,45.28,47,6.78,0.87,1.19,306,32,271,22.59,1.35,3.58,Laterite,Cotton,95,Excellent,Compost,500,Maintain soil organic matter.
38.47,32.83,22,5.43,2.87,0.2,68,16,101,14.19,1.31,7.52,Sandy,Sugarcane,59,Poor,MOP,150,Improve deficient nutrients.
34.99,59.81,43,6.78,1.12,0.86,202,17,217,10.61,1.25,8.6,Sandy,Tomato,72,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.65,73.14,36,8.88,1.73,0.18,69,12,108,27.75,2.29,5.65,Black,Maize,59,Poor,DAP,150,Improve deficient nutrients.
26.67,64.27,31,4.69,2.26,0.49,107,9,69,29.19,0.44,8.87,Black,Tomato,43,Poor,DAP,150,Improve deficient nutrients.
20.97,50.96,26,8.37,1.89,0.34,70,14,71,11.6,0.77,9.45,Clay,Maize,33,Poor,Vermicompost,150,Improve deficient nutrients.
27.98,39.49,59,7.08,0.92,0.58,216,17,174,14.95,0.25,5.99,Loamy,Soybean,72,Healthy,DAP,100,Correct moderate nutrient imbalance.
39.21,59.26,52,6.92,0.41,1.07,407,34,181,8.14,2.01,8.45,Red,Wheat,96,Excellent,Compost,500,Maintain soil organic matter.
30.54,87.49,27,5.24,1.94,0.31,114,15,74,28.03,0.27,4.78,Loamy,Potato,39,Poor,DAP,150,Improve deficient nutrients.
28.92,62.42,57,6.85,0.21,0.9,393,33,232,27.7,0.45,6.38,Black,Cotton,91,Excellent,Compost,500,Maintain soil organic matter.
32.13,42.34,46,6.23,1.05,0.8,217,27,169,6.07,1.78,8.0,Red,Sugarcane,66,Healthy,DAP,100,Correct moderate nutrient imbalance.
37.74,92.39,15,8.32,2.36,0.27,51,9,96,11.78,1.02,5.29,Laterite,Soybean,23,Poor,Urea,150,Improve deficient nutrients.
33.4,47.09,31,5.37,1.62,0.22,133,9,68,28.37,2.29,8.62,Sandy,Potato,34,Poor,DAP,150,Improve deficient nutrients.
36.0,78.59,31,4.66,2.95,0.33,123,12,105,12.46,1.49,8.74,Silty,Groundnut,26,Poor,DAP,150,Improve deficient nutrients.
35.52,72.69,39,8.32,1.83,0.44,141,7,76,22.2,1.93,4.47,Laterite,Wheat,24,Poor,DAP,150,Improve deficient nutrients.
38.22,59.25,47,6.47,0.24,1.18,330,39,203,7.64,1.17,2.61,Sandy,Wheat,89,Excellent,Compost,500,Maintain soil organic matter.
22.68,42.9,17,5.06,2.12,0.42,86,16,106,11.29,0.76,7.4,Red,Tomato,34,Poor,Vermicompost,150,Improve deficient nutrients.
25.95,80.85,38,6.57,0.87,0.87,224,20,138,16.1,0.36,2.38,Silty,Groundnut,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
27.21,33.86,55,5.87,0.97,0.59,224,21,122,21.66,0.79,8.4,Laterite,Sugarcane,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
35.65,88.66,39,8.52,1.86,0.2,141,10,57,21.37,2.08,9.9,Loamy,Rice,38,Poor,NPK 10-26-26,150,Improve deficient nutrients.
19.56,65.0,59,7.04,0.2,1.16,367,39,289,25.65,1.45,4.49,Black,Wheat,81,Excellent,Compost,500,Maintain soil organic matter.
35.22,63.54,51,6.77,1.13,0.78,210,16,131,18.8,0.58,4.9,Loamy,Maize,71,Healthy,DAP,100,Correct moderate nutrient imbalance.
21.02,31.38,46,6.27,0.9,0.81,184,19,184,15.44,0.23,9.25,Loamy,Soybean,60,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
21.98,67.66,65,6.31,0.73,1.0,393,36,202,12.6,1.72,5.15,Red,Potato,87,Excellent,Compost,500,Maintain soil organic matter.
26.34,31.71,51,6.37,0.27,0.86,363,49,211,21.31,1.01,7.27,Sandy,Sugarcane,80,Excellent,Compost,500,Maintain soil organic matter.
26.09,47.79,41,7.71,0.81,0.62,200,29,132,17.61,1.1,8.12,Black,Rice,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
34.59,88.02,45,6.52,0.8,1.36,365,34,302,25.56,2.17,7.23,Sandy,Cotton,90,Excellent,Compost,500,Maintain soil organic matter.
23.46,88.71,60,6.95,0.46,1.07,292,57,260,24.81,2.06,6.14,Loamy,Soybean,93,Excellent,Compost,500,Maintain soil organic matter.
36.52,49.91,47,7.33,0.89,0.7,264,15,180,7.42,0.79,7.76,Laterite,Millet,64,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
35.87,66.01,26,5.25,2.99,0.18,69,14,72,10.45,1.63,9.21,Laterite,Sugarcane,38,Poor,Vermicompost,150,Improve deficient nutrients.
26.96,93.64,69,6.92,0.39,1.5,365,48,237,21.1,0.89,7.68,Black,Rice,86,Excellent,Compost,500,Maintain soil organic matter.
31.78,36.01,55,6.21,0.37,1.0,298,46,242,17.8,0.77,6.2,Loamy,Cotton,98,Excellent,Compost,500,Maintain soil organic matter.
30.21,61.17,38,6.2,1.34,0.52,274,24,214,27.34,1.77,3.51,Loamy,Millet,64,Healthy,DAP,100,Correct moderate nutrient imbalance.
38.62,47.79,47,6.04,0.51,0.75,269,32,215,22.47,0.47,5.28,Loamy,Wheat,76,Healthy,DAP,100,Correct moderate nutrient imbalance.
26.1,54.49,55,6.48,0.82,1.01,344,38,263,22.69,1.26,3.86,Laterite,Soybean,81,Excellent,Compost,500,Maintain soil organic matter.
24.99,86.93,15,8.64,2.6,0.11,46,12,118,29.94,0.99,3.56,Sandy,Tomato,53,Poor,Vermicompost,150,Improve deficient nutrients.
25.15,89.14,27,4.72,1.92,0.24,168,9,89,21.51,1.01,2.63,Red,Cotton,51,Poor,MOP,150,Improve deficient nutrients.
27.79,41.22,16,5.17,2.26,0.18,102,15,48,23.2,1.41,2.93,Black,Wheat,43,Poor,NPK 10-26-26,150,Improve deficient nutrients.
19.76,31.33,46,6.55,0.49,1.49,291,53,222,5.61,0.34,7.05,Laterite,Millet,85,Excellent,Compost,500,Maintain soil organic matter.
25.06,92.69,57,7.54,0.9,0.76,231,20,175,10.94,2.33,9.65,Clay,Rice,60,Healthy,DAP,100,Correct moderate nutrient imbalance.
35.0,62.32,61,6.47,0.73,1.14,280,36,197,18.89,2.15,5.34,Sandy,Soybean,84,Excellent,Compost,500,Maintain soil organic matter.
19.07,93.22,68,6.94,0.56,1.31,382,42,309,19.68,1.12,8.42,Sandy,Millet,92,Excellent,Compost,500,Maintain soil organic matter.
24.91,38.22,35,6.5,1.22,0.54,259,25,176,5.2,0.68,8.76,Silty,Potato,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.59,50.35,22,9.0,1.62,0.32,40,12,56,27.39,0.54,4.24,Loamy,Tomato,25,Poor,DAP,150,Improve deficient nutrients.
29.98,53.57,59,7.08,0.41,1.26,392,35,241,25.99,1.3,7.46,Black,Groundnut,96,Excellent,Compost,500,Maintain soil organic matter.
27.88,87.21,58,6.37,0.73,1.3,280,44,294,10.59,1.93,4.83,Red,Potato,99,Excellent,Compost,500,Maintain soil organic matter.
27.42,38.25,26,8.63,2.84,0.18,139,5,79,23.5,0.96,6.27,Laterite,Tomato,57,Poor,MOP,150,Improve deficient nutrients.
34.17,46.49,50,6.72,0.69,1.23,349,56,313,18.03,1.17,5.52,Clay,Millet,81,Excellent,Compost,500,Maintain soil organic matter.
34.03,81.66,58,7.26,1.44,0.56,240,23,140,17.36,0.92,9.89,Black,Sugarcane,60,Healthy,DAP,100,Correct moderate nutrient imbalance.
32.52,69.47,38,7.64,0.58,0.81,214,28,173,9.47,1.55,3.07,Black,Tomato,67,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
18.56,67.55,67,6.95,0.97,1.16,289,32,287,20.7,1.96,9.66,Loamy,Groundnut,88,Excellent,Compost,500,Maintain soil organic matter.
31.65,87.94,38,6.83,0.53,0.86,189,33,136,12.46,1.97,3.82,Black,Maize,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
39.25,62.6,67,6.24,0.91,1.28,391,47,313,6.59,0.91,2.35,Silty,Rice,89,Excellent,Compost,500,Maintain soil organic matter.
21.58,49.33,39,5.44,2.39,0.41,84,17,42,18.89,1.36,9.03,Silty,Wheat,51,Poor,Vermicompost,150,Improve deficient nutrients.
36.39,42.57,23,4.57,2.32,0.22,94,18,101,20.74,2.07,5.41,Black,Millet,26,Poor,MOP,150,Improve deficient nutrients.
21.21,54.57,59,7.0,0.89,0.75,197,32,161,22.79,1.75,8.7,Laterite,Groundnut,72,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.83,75.24,46,7.34,1.25,0.76,283,31,183,8.83,0.48,6.04,Red,Sugarcane,68,Healthy,DAP,100,Correct moderate nutrient imbalance.
33.58,83.68,40,6.78,1.04,0.64,216,32,144,23.56,0.55,3.7,Red,Maize,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
36.34,44.03,37,7.43,0.55,0.9,258,28,137,13.57,0.99,2.67,Laterite,Cotton,79,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
35.36,79.74,60,6.58,0.65,1.4,420,46,303,29.66,2.33,5.99,Red,Rice,94,Excellent,Compost,500,Maintain soil organic matter.
22.54,34.66,69,6.45,0.89,1.16,318,60,228,26.29,1.39,6.33,Black,Soybean,81,Excellent,Compost,500,Maintain soil organic matter.
25.18,52.22,54,6.39,0.65,1.39,409,51,219,16.74,1.39,2.69,Sandy,Cotton,93,Excellent,Compost,500,Maintain soil organic matter.
27.42,43.59,36,8.56,2.45,0.39,79,10,51,6.31,2.27,7.19,Sandy,Soybean,34,Poor,NPK 10-26-26,150,Improve deficient nutrients.
26.05,89.15,51,6.51,0.51,0.95,283,41,270,16.93,1.28,2.64,Red,Groundnut,92,Excellent,Compost,500,Maintain soil organic matter.
33.08,84.82,60,7.03,1.31,0.61,228,27,178,17.28,1.56,7.9,Silty,Groundnut,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
30.02,85.06,63,6.38,0.98,0.94,415,33,201,22.66,0.3,8.86,Sandy,Wheat,96,Excellent,Compost,500,Maintain soil organic matter.
35.13,38.99,59,6.63,0.29,1.04,401,30,286,8.93,2.06,5.64,Silty,Tomato,90,Excellent,Compost,500,Maintain soil organic matter.
24.89,76.51,66,6.55,0.27,0.94,303,52,252,22.73,1.64,4.67,Sandy,Soybean,84,Excellent,Compost,500,Maintain soil organic matter.
39.52,80.52,47,6.49,0.57,1.45,300,46,200,10.75,0.9,4.26,Sandy,Tomato,99,Excellent,Compost,500,Maintain soil organic matter.
37.42,30.81,50,6.38,0.62,0.75,195,18,132,22.38,0.93,3.57,Laterite,Soybean,67,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
29.4,82.39,22,8.92,2.81,0.29,56,11,93,10.1,2.05,5.83,Sandy,Sugarcane,48,Poor,NPK 10-26-26,150,Improve deficient nutrients.
34.18,73.18,47,6.67,0.81,0.87,220,30,210,16.14,1.77,8.81,Laterite,Sugarcane,79,Healthy,DAP,100,Correct moderate nutrient imbalance.
24.06,56.18,46,6.92,0.91,0.53,190,25,131,7.76,1.77,3.77,Laterite,Groundnut,66,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
33.65,92.17,37,7.43,0.58,0.53,295,23,151,16.46,1.58,2.65,Clay,Groundnut,61,Healthy,DAP,100,Correct moderate nutrient imbalance.
23.91,60.85,62,7.03,0.52,1.17,314,33,282,16.54,1.8,6.71,Silty,Rice,83,Excellent,Compost,500,Maintain soil organic matter.
21.18,70.88,49,6.86,0.51,1.04,341,28,202,9.31,0.81,8.02,Loamy,Tomato,84,Excellent,Compost,500,Maintain soil organic matter.
32.05,43.99,46,7.18,0.6,0.61,195,17,131,17.46,1.61,8.02,Sandy,Soybean,63,Healthy,DAP,100,Correct moderate nutrient imbalance.
30.24,54.92,52,7.1,0.65,0.52,265,28,155,20.98,1.98,6.02,Clay,Soybean,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.62,54.04,64,6.98,0.32,1.41,403,35,182,18.74,1.64,5.75,Loamy,Maize,85,Excellent,Compost,500,Maintain soil organic matter.
33.17,56.42,62,6.3,0.42,1.47,336,26,180,6.62,0.44,8.75,Clay,Cotton,97,Excellent,Compost,500,Maintain soil organic matter.
21.31,78.2,31,8.23,1.54,0.49,134,9,103,20.74,1.7,6.57,Sandy,Cotton,21,Poor,Vermicompost,150,Improve deficient nutrients.
28.1,91.55,53,6.34,0.4,1.22,340,50,302,17.12,2.04,6.46,Silty,Tomato,86,Excellent,Compost,500,Maintain soil organic matter.
23.46,70.13,48,6.67,0.54,1.39,420,46,262,10.85,1.58,9.73,Clay,Sugarcane,84,Excellent,Compost,500,Maintain soil organic matter.
18.79,55.61,47,6.61,0.47,0.84,350,28,189,17.65,2.02,7.88,Black,Maize,82,Excellent,Compost,500,Maintain soil organic matter.
27.62,46.19,34,8.02,1.56,0.45,135,8,74,8.46,0.41,8.47,Clay,Tomato,28,Poor,MOP,150,Improve deficient nutrients.
37.86,61.76,34,4.9,2.58,0.12,111,5,67,6.93,0.23,3.73,Red,Potato,36,Poor,Vermicompost,150,Improve deficient nutrients.
19.64,30.72,33,4.74,2.61,0.12,123,5,64,19.75,1.97,4.06,Silty,Rice,38,Poor,NPK 10-26-26,150,Improve deficient nutrients.
27.15,37.45,52,6.32,0.69,0.71,215,34,141,18.31,2.05,3.11,Loamy,Groundnut,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
28.84,61.5,50,6.43,0.23,1.04,307,51,186,11.38,1.35,6.88,Red,Groundnut,91,Excellent,Compost,500,Maintain soil organic matter.
29.48,66.02,54,6.14,1.46,0.65,218,26,153,23.45,0.23,9.9,Red,Wheat,69,Healthy,DAP,100,Correct moderate nutrient imbalance.
35.16,67.39,50,6.31,1.41,0.71,193,16,149,29.81,0.45,7.06,Sandy,Maize,66,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
24.39,78.68,27,8.1,2.17,0.18,114,12,51,13.98,0.47,2.34,Red,Sugarcane,26,Poor,NPK 10-26-26,150,Improve deficient nutrients.
26.71,43.28,54,6.0,1.43,0.79,187,35,152,16.24,2.45,7.89,Black,Millet,77,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
20.29,81.62,32,8.95,1.83,0.36,85,17,96,29.94,2.42,9.07,Black,Soybean,48,Poor,Vermicompost,150,Improve deficient nutrients.
20.02,63.12,68,6.67,0.63,0.96,336,55,313,25.33,1.66,6.22,Red,Wheat,84,Excellent,Compost,500,Maintain soil organic matter.
28.72,36.53,55,6.49,0.26,1.17,343,27,229,7.92,1.79,7.95,Sandy,Tomato,94,Excellent,Compost,500,Maintain soil organic matter.
39.2,38.45,52,7.13,0.35,1.3,369,44,316,20.25,2.41,5.14,Black,Sugarcane,99,Excellent,Compost,500,Maintain soil organic matter.
30.49,39.56,40,6.14,0.69,0.65,234,33,125,11.12,1.32,6.95,Sandy,Maize,68,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
27.65,86.87,41,7.65,1.27,0.84,248,34,157,7.65,1.05,7.55,Black,Sugarcane,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
33.05,88.87,51,5.84,0.77,0.68,250,23,128,14.47,1.01,8.32,Laterite,Potato,61,Healthy,DAP,100,Correct moderate nutrient imbalance.
23.56,63.34,64,7.14,0.32,1.22,302,54,227,27.48,1.49,3.4,Red,Maize,99,Excellent,Compost,500,Maintain soil organic matter.
23.45,85.83,58,7.17,0.6,1.29,404,33,189,23.46,0.67,2.71,Silty,Tomato,96,Excellent,Compost,500,Maintain soil organic matter.
36.38,67.53,41,6.65,1.37,0.74,235,29,200,22.16,1.43,5.42,Sandy,Millet,62,Healthy,DAP,100,Correct moderate nutrient imbalance.
21.0,39.01,27,8.94,2.25,0.15,177,12,83,15.93,0.34,2.46,Black,Potato,28,Poor,NPK 10-26-26,150,Improve deficient nutrients.
18.48,67.32,60,6.61,1.24,0.74,189,17,171,20.57,0.78,4.6,Clay,Millet,69,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
27.81,94.05,17,5.35,2.98,0.38,152,11,46,27.56,1.34,7.65,Black,Potato,30,Poor,NPK 10-26-26,150,Improve deficient nutrients.
26.11,77.76,59,6.24,1.32,0.69,213,30,138,27.93,0.79,8.06,Laterite,Wheat,74,Healthy,DAP,100,Correct moderate nutrient imbalance.
35.26,32.76,20,5.05,2.1,0.4,97,12,69,10.66,1.56,5.37,Sandy,Tomato,25,Poor,Vermicompost,150,Improve deficient nutrients.
26.18,58.6,66,7.19,0.21,1.19,406,41,302,13.72,1.03,2.93,Red,Sugarcane,94,Excellent,Compost,500,Maintain soil organic matter.
24.58,71.61,65,6.55,0.79,1.23,411,30,291,9.06,1.52,8.05,Black,Cotton,85,Excellent,Compost,500,Maintain soil organic matter.
36.11,85.45,23,4.73,1.78,0.43,178,11,63,18.8,2.06,9.51,Laterite,Wheat,43,Poor,DAP,150,Improve deficient nutrients.
19.76,31.61,70,6.74,0.59,1.46,362,54,269,15.95,2.5,4.11,Laterite,Groundnut,98,Excellent,Compost,500,Maintain soil organic matter.
23.42,83.46,46,7.0,0.99,0.92,384,32,315,24.51,1.46,8.58,Clay,Wheat,93,Excellent,Compost,500,Maintain soil organic matter.
21.92,85.89,56,7.7,0.52,0.58,296,31,152,19.26,1.17,8.38,Red,Cotton,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
28.72,86.15,53,6.51,1.47,0.84,253,31,126,8.86,1.66,5.48,Laterite,Millet,70,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.49,30.31,57,7.15,0.87,0.69,210,30,165,27.24,2.4,3.19,Black,Groundnut,79,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
34.71,70.35,40,7.64,0.69,0.87,256,31,206,24.59,1.16,8.75,Clay,Cotton,76,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
19.62,57.89,38,5.8,1.17,0.68,272,28,210,25.79,2.04,2.86,Silty,Rice,72,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.83,33.67,22,8.32,2.81,0.31,180,6,54,27.98,0.38,2.3,Sandy,Cotton,54,Poor,DAP,150,Improve deficient nutrients.
38.99,53.74,64,6.67,0.99,1.19,290,28,291,6.17,0.88,6.23,Loamy,Soybean,96,Excellent,Compost,500,Maintain soil organic matter.
21.03,42.15,66,7.15,0.65,0.84,418,38,311,8.39,0.29,9.12,Black,Groundnut,89,Excellent,Compost,500,Maintain soil organic matter.
29.75,69.63,27,8.78,1.9,0.22,115,8,120,14.09,0.35,8.4,Clay,Tomato,43,Poor,Urea,150,Improve deficient nutrients.
36.21,56.65,44,6.46,1.33,0.88,249,30,168,29.96,1.81,5.98,Sandy,Cotton,70,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
18.91,78.07,68,7.2,0.21,1.08,339,37,270,18.03,1.71,7.05,Clay,Sugarcane,100,Excellent,Compost,500,Maintain soil organic matter.
32.38,94.46,38,7.73,0.6,0.52,199,27,218,12.15,1.79,6.92,Red,Maize,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
32.78,62.49,63,6.47,0.8,1.13,315,36,286,13.47,2.35,6.65,Laterite,Tomato,83,Excellent,Compost,500,Maintain soil organic matter.
27.51,77.41,52,6.75,0.73,1.0,290,43,221,9.73,0.83,4.64,Silty,Potato,90,Excellent,Compost,500,Maintain soil organic matter.
25.41,87.6,60,7.0,0.33,0.92,360,28,242,19.03,1.3,7.05,Sandy,Soybean,88,Excellent,Compost,500,Maintain soil organic matter.
34.59,57.05,30,8.45,2.51,0.19,62,10,40,28.99,1.37,8.19,Clay,Potato,32,Poor,NPK 10-26-26,150,Improve deficient nutrients.
37.39,88.81,40,7.66,1.26,0.82,236,28,141,16.54,0.57,4.53,Loamy,Groundnut,79,Healthy,DAP,100,Correct moderate nutrient imbalance.
38.53,61.33,51,5.88,0.8,0.79,294,32,198,29.14,1.82,5.49,Black,Cotton,60,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
37.93,86.43,19,4.92,1.6,0.14,56,8,88,5.33,2.45,7.85,Silty,Sugarcane,43,Poor,Vermicompost,150,Improve deficient nutrients.
28.81,47.07,53,6.56,0.41,1.31,415,39,308,17.83,1.22,5.14,Sandy,Potato,85,Excellent,Compost,500,Maintain soil organic matter.
29.41,35.7,59,6.2,0.28,1.3,387,45,194,17.48,1.68,7.96,Laterite,Maize,84,Excellent,Compost,500,Maintain soil organic matter.
28.19,77.57,36,8.07,2.11,0.13,173,8,107,26.01,0.34,2.47,Clay,Tomato,50,Poor,MOP,150,Improve deficient nutrients.
18.7,94.94,16,8.54,1.67,0.46,119,11,95,11.04,1.03,7.89,Black,Groundnut,56,Poor,Urea,150,Improve deficient nutrients.
33.42,68.27,23,5.14,2.26,0.34,107,6,56,18.87,1.83,5.57,Red,Potato,21,Poor,DAP,150,Improve deficient nutrients.
32.09,64.15,45,6.3,0.97,1.38,294,27,252,10.91,2.11,9.56,Silty,Soybean,80,Excellent,Compost,500,Maintain soil organic matter.
37.51,94.02,25,8.58,1.58,0.35,147,7,102,24.16,2.17,8.55,Sandy,Millet,50,Poor,Vermicompost,150,Improve deficient nutrients.
23.63,63.55,21,8.63,2.44,0.4,170,6,54,24.51,0.73,5.22,Red,Tomato,43,Poor,DAP,150,Improve deficient nutrients.
36.63,89.6,32,5.24,2.67,0.17,43,9,53,26.54,0.6,2.68,Silty,Sugarcane,43,Poor,DAP,150,Improve deficient nutrients.
